business_unit,country,office_name,office_type,city,address,postcode,phone,email,website,source_url,source_page,notes
Allianz Corporate,United Kingdom,The Gasworks,contact,Ormeau Road,"Ormeau Road, Belfast BT7 2JD",,,,,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Northern Ireland,contact,Allianz Partners (AWP Assistance UK Ltd),"Send email, Allianz Partners (AWP Assistance UK Ltd), 102 George Street",,+44 28 9089 5600 | +44 28 9043 4222,,www.allianz-ni.co.uk,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Croydon,contact,Surrey,"Surrey, CR9 6HD",,+44 20 8681 2525 | +44 20 8688 0577,,,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Send email,contact,Surrey,"Allianz Technology, Guildford, Building 3, Guildford Business Park, Guildford, Surrey, GU2 8XG",,,,www.allianz-assistance.co.uk,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,Argentina,Allianz Argentina Compañía de Seguros S.A.,office,Send email,"Corrientes 299 - C1043AAC, Buenos Aires, Argentina, Send email",,,,,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,Allianz Commercial,contact,Avenida Corrientes 299 - C1043,Avenida Corrientes 299 - C1043,,,,,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,CABA Buenos Aires,contact,Allianz Global Benefits,"Argentina, Allianz Global Benefits, Corrientes 299 - C1043AAC",,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,Buenos Aires,contact,Solunion,"Argentina, Send email, Solunion, Corrientes 299 - C1043AAC CBA",,+54 11 43203826,,www.allianzglobalbenefits.com,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,Buenos Aires,contact,Back to contacts globally overview,"Argentina, Back to contacts globally overview",,+54 11 4320 9048,,www.solunion.com.ar,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Bermuda,Allianz Commercial [Allianz Risk Transfer (Bermuda Branch)],office,Overbay,"Overbay, 106 Pitts Bay Road, Bermuda",,,,,https://www.allianz.com/en/about-us/company/contact/bermuda.html,Bermuda | Allianz,
Allianz Corporate,Bermuda,Allianz Commercial [Allianz Risk Transfer (Bermuda Branch)],office,HM 08,"Bermuda, HM 08, Bermuda",,,,,https://www.allianz.com/en/about-us/company/contact/bermuda.html,Bermuda | Allianz,
Allianz Corporate,Brazil,Allianz Seguros S.A.,office,São Paulo - SP,"Rua Eugénio de Medeiros 303, São Paulo - SP, Brazil",,,,,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Brazil,Allianz Commercial,contact,1st floor – Pinheiros,"Rua Eugênio de Medeiros 303, 1st floor – Pinheiros",,"São Paulo, 05425-000",,,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Brazil,São Bernardo do Campo-SP,contact,Allianz Saúde S.A.,"Brazil, Allianz Saúde S.A., Rua Eugénio de Medeiros 303",,09750-730 | +55 0800 770 8020 | CEP 05425-000,,www.allianz-partners.com/pt_BR,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Brazil,São Paulo - SP,contact,Rua Eugenio de Medeiros,"Brazil, Allianz Trade in Brazil, Rua Eugenio de Medeiros,, 303-4° Andar-Pinheiros",,+55 11 40015060 | +55 11 31716171 | Sao Paulo / SP 05425-000,,www.allianz.com.br,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Canada,Allianz in Canada,office,Back to contacts globally overview,"products and services here:, Products & Services, Allianz Global Assistance, 700 Jamieson Parkway, Cambridge, ON, N3C 4N6, Canada, Send email, Allianz Global Risks US Insurance Company (Allianz Commercial), 130 Adelaide St., West Suite 2300, Toronto, ON, M5H 3P5, Canada, Allianz Trade in Canada, 1155, René-Lévesque Blvd West, Suite 2810, Montréal (Québec) H3B 2L2, Canada, Send email, Our brand name, website domain names and email addresses changed to Allianz Trade effective March 28, 2022, PIMCO Canada, 120 Adelaide Street West, Suite 2005, Toronto M5H 1T1, Canada, Back to contacts globally overview",2005,+1 844 310 1578 | +1 877 509 3224 | +1 866 3413350 | +1 416 3683576,,www.allianz-assistance.ca | www.commercial.allianz.com | www.allianz-trade.com | www.pimco.com,https://www.allianz.com/en/about-us/company/contact/canada.html,Canada | Allianz,
Allianz Corporate,Colombia,Allianz Colombia S.A,office,Torre Allianz - Bogota D.C.,"Carrera 13a 29-24 Local 102, Torre Allianz - Bogota D.C., Colombia",,,,,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Allianz Commercial,contact,Carrera 13A #29-24 - piso 17 - ala Sur,Carrera 13A #29-24 - piso 17 - ala Sur,,,,,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Bogotá,contact,Allianz Inversiones S.A.,"Colombia, Allianz Inversiones S.A., Carrera 13a 29-24 Local 102",,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Torre Allianz - Bogota D.C.,contact,Allianz Seguros de Vida S.A.,"Colombia, Allianz Seguros de Vida S.A., Carrera 13a 29-24 Local 102",,+57 1 5 600 600 | +57 1 5 616 695,,www.allianz.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Torre Allianz - Bogota D.C.,contact,Allianz Seguros S.A.,"Colombia, Allianz Seguros S.A., Carrera 13a 29-24 Local 102",,+57 1 5 600 600 | +57 1 5 616 695,,www.allianz.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Torre Allianz - Bogota D.C.,contact,Colserauto,"Colombia, Colserauto, Colombia, Calle 98ª No. 69c - 15",,+57 1 5 600 600 | +57 1 5 616 695,,www.allianz.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Bogota D.C.,contact,Fórum II Piso 8- Medellin,"Colombia, Solunion (Joint venture Euler Hermes / MAPFRE), Calle 7 Sur No. 42 – 70 - Bogota D.C., Fórum II Piso 8- Medellin",,+57 1 7 452 121 | +57 1 5 616 695,,www.colserauto.com,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,French Guyana,"Allianz IARD, French Guiana",office,34 rue Léopold Heder,34 rue Léopold Heder,,,,,https://www.allianz.com/en/about-us/company/contact/french-guyana.html,French Guyana | Allianz,
Allianz Corporate,French Guyana,"Allianz IARD, French Guiana",office,BP 462,BP 462,,,,,https://www.allianz.com/en/about-us/company/contact/french-guyana.html,French Guyana | Allianz,
Allianz Corporate,French Guyana,"Allianz IARD, French Guiana",office,Cayenne,"97300 Cayenne, French Guiana",97300,,,,https://www.allianz.com/en/about-us/company/contact/french-guyana.html,French Guyana | Allianz,
Allianz Corporate,Guadeloupe,"Allianz IARD, Guadeloupe",office,2 rue Achille-René Boisneuf,2 rue Achille-René Boisneuf,,,,,https://www.allianz.com/en/about-us/company/contact/guadeloupe.html,Guadeloupe | Allianz,
Allianz Corporate,Guadeloupe,"Allianz IARD, Guadeloupe",office,BP 178,BP 178,,,,,https://www.allianz.com/en/about-us/company/contact/guadeloupe.html,Guadeloupe | Allianz,
Allianz Corporate,Guadeloupe,"Allianz IARD, Guadeloupe",office,Pointe a Pitre Cedex,"97155 Pointe a Pitre Cedex, Guadeloupe, Send email",97155,,,,https://www.allianz.com/en/about-us/company/contact/guadeloupe.html,Guadeloupe | Allianz,
Allianz Corporate,Guadeloupe,"Allianz VIE, Guadeloupe",contact,Pointe a Pitre Cedex,"Le Patio de Grand Camp, BP 212, 97156 Pointe a Pitre Cedex",97156,,,,https://www.allianz.com/en/about-us/company/contact/guadeloupe.html,Guadeloupe | Allianz,
Allianz Corporate,Mexico,Allianz México S.A. Compañía de Seguros,office,Col. Lomas de Barrilaco,"Blvd. Manuel A. Camacho 164, Col. Lomas de Barrilaco",,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Allianz México S.A. Compañía de Seguros,office,Send email,"C.P. 11010, México D.F, Mexico, Send email",11010,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Allianz Commercial,contact,Perif. Blvd. Manuel Ávila Camacho 164,Perif. Blvd. Manuel Ávila Camacho 164,,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,"Lomas de Barrilaco, Miguel Hidalgo",contact,Ciudad de México,"11010 Ciudad de México, CDMX",11010,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,"Col. Crédito Constructor, Alc. Benito Juárez",contact,Ciudad De,03940 Ciudad De Mexico,03940,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Col. Nueva Anzures,contact,México D,11590 México D.F.,11590,+52 55 5201 7900,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Australia,Allianz Australia Insurance Limited,office,GPO Box 4049,"GPO Box 4049, Australia",4049,,,,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Allianz Australia Insurance Limited,office,Sydney,"Sydney, NSW 2001, Australia",2001,,,,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Allianz Commercial,contact,Sydney office,"Sydney office, 10 Carrington Street, Sydney NSW 2000",2000,,,,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Australiaa,contact,Melbourne,"Contact us, Allianz Trade is the trademark used to designate a range of services provided by Euler Hermes., Hunter Premium Funding Ltd., Level 14, 380 St Kilda Rd, Melbourne, VIC 3004",3004,,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Brunei,National Insurance Company Berhad (AGCS Brunei),office,Regent Square,"Unit 12 & 13, Block A, Regent Square",,,,,https://www.allianz.com/en/about-us/company/contact/brunei.html,Brunei | Allianz,
Allianz Corporate,Brunei,National Insurance Company Berhad (AGCS Brunei),office,Kampong Kiarong BE1318,"Simpang 150, Kampong Kiarong BE1318",,,,,https://www.allianz.com/en/about-us/company/contact/brunei.html,Brunei | Allianz,
Allianz Corporate,Brunei,National Insurance Company Berhad (AGCS Brunei),office,Brunei,"P.O. Box 1251, Bandar Seri Begawan BS8672, Brunei",1251,,,,https://www.allianz.com/en/about-us/company/contact/brunei.html,Brunei | Allianz,
Allianz Corporate,China,"Allianz China Life Insurance Co., Ltd.",office,19F & 20F,"19F & 20F,",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Allianz China Life Insurance Co., Ltd.",office,Pudong New Area,"No.1366, Lujiazui Ring Road,, Pudong New Area,",1366,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Allianz China Life Insurance Co., Ltd.",office,Send email,"Shanghai 200120, China, Send email",200120,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Allianz Global Investors Asset Management (Shanghai) Limited,contact,Munich,"Koeniginstrasse 28, 80802 Munich",80802,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Haizhu District, Guangzhou",contact,LG Twin Towers,"Guangdong Province, China, Send email, AllianzJD’s Global Corporate & Specialty Unit (Allianz Commercial), Beijing office, Room 1109B, West Building, LG Twin Towers, No. 12Yi,",,+86 20 8396 6788 | +86 20 3891 1890,,www.jdallianz.com,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Jianguomenwai Avenue, Chaoyang District",contact,Haizhu District,"Beijing, China, Send email, Guangzhou office, Room 19/F Baodi Plaza, 83 Pazhou Avenue, Haizhu District",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Guangzhou, Guangdong Province",contact,Shanghai office,"China, Send email, Shanghai office, 14/F Shanghai Tower Center, 501",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Middle Yincheng Rd.,contact,Huitong Times Square,"Pudong New District, Shanghai, China, Send email, Allianz Partners, Beijing Head Office, Block A, Building 7, Huitong Times Square, No. 1 Yaojiayuan Road",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Chaoyang District,contact,Beijing 100123,Beijing 100123,100123,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Pudong New Area,",contact,Shanghai,"Shanghai, 200120",200120,+86 21 6030 5900 | +86 21 6045 7108,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Send email,contact,Shanghai Branch Global Automotive,"Allianz Trade is the trademark used to designate a range of services provided by Euler Hermes, Shanghai Branch Global Automotive, Aurora Plaza 25F04 Fucheng Road 99, Shanghai Pudong 200120",200120,,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Send email,contact,Back to contacts globally overview,Back to contacts globally overview,,,,www.allianz.cn/en/products/healthcare,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,Hong Kong,"Allianz Global Investors GmbH, Hong Kong Branch",office,Two Pacific Place,"32/F, Two Pacific Place",,,,,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,"Allianz Global Investors GmbH, Hong Kong Branch",office,hk.allianzgi.com,"88 Queensway, Admiralty, Hong Kong, hk.allianzgi.com",,,,,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,Allianz Commercial,contact,Cityplaza Phase Four,"Suites 403-11, 4/F, Cityplaza Phase Four, 12 Tai Koo Wan Road",,,,,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,"Tai Koo Shing, Hong Kong Island",contact,Cityplaza Phase Four,"Hong Kong, Allianz Partners, Suites 403-11, 4/F, Cityplaza Phase Four, 12 Taikoo Wan Road",,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,"Taikoo Shing, Island East",contact,Allianz Trade in Hong Kong,"Hong Kong, Allianz Trade in Hong Kong, Suites 403-11, 4/F, 12 Taikoo Wan Road",,+852 2280 4240,,www.allianzpartners.com,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,Taikoo Shing,contact,Cityplaza Phase Four,"Hong Kong, Allianz Trade is the trademark used to designate a range of services provided by Euler Hermes., PIMCO Asia Ltd., Suites 403-11, 4/F, Cityplaza Phase Four, 12 Taikoo Wan Road",,+852 3665 8901,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,"Taikoo Shing, Island East",contact,Back to contacts globally overview,"Hong Kong, Back to contacts globally overview",,+852 2867 0061 | +852 2869 8655,,www.pimco.com.hk,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,India,Allianz Commercial,contact,3-North Avenue,"Office #66, 3-North Avenue",,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Maker Maxity,contact,Mumbai,"Bandra Kurla Complex, Mumbai, Maharashtra 400051",400051,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,EON SEZ Phase II,contact,Eon Kharadi Infrastructure Pvt. Ltd,"Kharadi, Maharashtra, Pune, India, EON Free Zone, Office 1B, 5th Floor, Tower B, S. No. 72/2/1, Eon Kharadi Infrastructure Pvt. Ltd",,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,EON SEZ Phase II,contact,Trivandrum,"Kharadi, Maharashtra, Pune, India, In Trivandrum, Ganga Technopark Campus, Phase III, Trivandrum, Kerala - 695581",695581,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Electronics Technology Park Phase III,contact,Thiruvananthapuram,"Kazhakuttam, Thiruvananthapuram, Kerala - 695581",695581,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Opposite Income Tax Office,contact,Bandra (East),"Bandra Kurla Complex, Bandra (East)",,Mumbai 400 051,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,Indonesia,PT Allianz Global Investors Asset Management Indonesia,office,Revenue Tower,"Suite E-H, 11/F, Revenue Tower, Indonesia",,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,PT Allianz Global Investors Asset Management Indonesia,office,Revenue Tower 11th Floor,"Revenue Tower 11th Floor, Indonesia",,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,PT Allianz Global Investors Asset Management Indonesia,office,SCBD Lot 13,"District 8, SCBD Lot 13, Indonesia",,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,PT Allianz Global Investors Asset Management Indonesia,office,Jl. Jenderal Sudirman Kav. 29-31,"Jl. Jenderal Sudirman Kav. 29-31, Indonesia",,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,PT Allianz Global Investors Asset Management Indonesia,office,Jakarta 12190,"Jakarta 12190,, Indonesia",12190,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,PT Asuransi Allianz Life Indonesia,contact,10,"World Trade Centre 3, 10",,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,th,contact,floor,"-15, th, floor, Jl. Jenderal Sudirman Kav. 29-31, Jakarta Selatan 12920,",12920,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,nd,contact,floor,"floor, Jl. Jenderal Sudirman Kav. 29-31, Jakarta Selatan 12920,",12920,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Japan,Allianz Life Insurance Japan Ltd.,office,Motoakasaka 1-chome,"6-6, Motoakasaka 1-chome",,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Allianz Life Insurance Japan Ltd.,office,life.allianz.co.jp,"18F, Minato-ku, Japan, Send email, life.allianz.co.jp",,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Allianz Commercial,contact,17th Floor,17th Floor,,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Anzen Building,contact,1 Chome-6-6 Motoakasaka,1 Chome-6-6 Motoakasaka,,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Minato City,contact,,,,Tokyo 107-0051,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Minato ku,contact,,,,"Tokyo, 107-0051",,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,"Toranomon, Minato-ku",contact,,,,Tokyo 105-0001,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Malaysia,Allianz Malaysia,office,Menara Allianz Sentral,"Level 29, Menara Allianz Sentral, Malaysia",,,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Allianz Malaysia,office,Kuala Lumpur Sentral,"203, Jalan Tun Sambanthan, Kuala Lumpur Sentral, Malaysia",,,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Allianz Malaysia,office,Kuala Lumpur,"50470 Kuala Lumpur, Malaysia",50470,,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Allianz Partners,contact,Kuala Lumpur,"Level 17 UOA Center, No. 19 Talan Pinang, 54050 Kuala Lumpur",54050,Office Suite 19-17-1,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Jalan Tun Sambanthan,contact,Kuala Lumpur,50470 Kuala Lumpur,50470,,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Kuala Lumpur Sentral,contact,Kuala Lumpur,50470 Kuala Lumpur,50470,,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,New Zealand,Allianz New Zealand,office,P.O. Box 794,P.O. Box 794,,,,,https://www.allianz.com/en/about-us/company/contact/new-zealand.html,New Zealand | Allianz,
Allianz Corporate,New Zealand,Allianz New Zealand,office,Auckland,"1010 Auckland, New Zealand, Send email",1010,,,,https://www.allianz.com/en/about-us/company/contact/new-zealand.html,New Zealand | Allianz,
Allianz Corporate,New Zealand,Allianz Partners,contact,1 Byron Avenue,"Level 3, 1 Byron Avenue",,,,,https://www.allianz.com/en/about-us/company/contact/new-zealand.html,New Zealand | Allianz,
Allianz Corporate,New Zealand,Takapuna,contact,Auckland,"Auckland, New Zealand, Send email, Allianz Partners: www.allianz-partners.com, Travel Insurance: www.allianztravel.co.nz, Allianz Trade in New Zealand, Level 22, Vero Centre,, 48 Shortland street,, Auckland, 1010,",1010,+64 9 486 6868,,,https://www.allianz.com/en/about-us/company/contact/new-zealand.html,New Zealand | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,Allied Bank Center,"9th Floor, Allied Bank Center",,,,,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,Ayala Avenue corner Legaspi Street,"6754 Ayala Avenue corner Legaspi Street, Makati City, MAKATI CENTRAL OFFICE",6754,,,,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,The Philippines,"P.O. BOX 3191, The Philippines",3191,,,,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Singapore,Allianz SE Singapore Branch,office,#09-01,"79 Robinson Road, #09-01, Singapore",,,,,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Capital Partners GmbH (Singapore Branch),contact,Singapore 018961,"12 Marina View, #14-01 Asia Square Tower 2, Singapore 018961",018961,,,www.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Commercial,contact,Singapore 068897,"79 Robinson Road #09-01, Singapore 068897",068897,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Global Automotive,contact,Singapore 018961,"12 Marina View, #14-01 Asia Square Tower 2, Singapore 018961",018961,+65 6 297 8801,,www.allianzre.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Global Investors Singapore Ltd.,contact,Singapore 068897,"79 Robinson Road, #09-03,, Singapore 068897,",068897,"Reg.No. 199907169Z, Singapore | 1800 438 0828 (Toll free)",,,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,sg.allianzgi.com,contact,Singapore 018961,"Allianz Investment Management Singapore Pte Ltd, 12 Marina View, #13-03 Asia Square Tower 2, Singapore 018961",018961,,,www.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Partners,contact,Singapore 018961,"12 Marina View, #13-04 Asia Square Tower 2, Singapore 018961",018961,+65 6327 2215,,www.allianz-assistance.com.sg,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Real Estate GmbH,contact,Singapore 018961,"12 Marina View, #14-01 Asia Square Tower 2, Singapore 018961",018961,,,www.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz SE Reinsurance Branch Asia Pacific,contact,Singapore 068897,"No. 79 Robinson Road, #09-01 CapitaSky, Singapore 068897",068897,+65 6 297 8801,,www.allianzre.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz SE Singapore Branch,contact,#09-01,"79 Robinson Road, #09-01",,,,,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Trade in Singapore,contact,Allianz Trade is the trademark used to designate a range of services provided by Euler Hermes.,"79 Robinson Road #09-01, Singapore 068897, Allianz Trade is the trademark used to designate a range of services provided by Euler Hermes.",068897,+65 6 589 3700,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Sri Lanka,Allianz Insurance Lanka Limited,office,One Galle Face Tower,"Levels 25-27, One Galle Face Tower, No 1A,",,,,,https://www.allianz.com/en/about-us/company/contact/sri-lanka.html,Sri Lanka | Allianz,
Allianz Corporate,Sri Lanka,Allianz Insurance Lanka Limited,office,Send email,"Centre Road, Galle Face, Colombo 02, Sri Lanka, Send email",,,,,https://www.allianz.com/en/about-us/company/contact/sri-lanka.html,Sri Lanka | Allianz,
Allianz Corporate,Sri Lanka,Allianz Insurance Lanka Limited,contact,Galle Face,"Levels 25 – 27, One Galle Face Tower, No 1A,, Centre Road, Galle Face, Colombo 02",,,,,https://www.allianz.com/en/about-us/company/contact/sri-lanka.html,Sri Lanka | Allianz,
Allianz Corporate,Taiwan,Allianz Global Investors Taiwan Ltd,office,Zhongshan N. Rd.,"8F, No. 42, Sec. 2,, Zhongshan N. Rd.,",,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Allianz Global Investors Taiwan Ltd,office,tw.allianzgi.com,"Taipei 104016, Taiwan, tw.allianzgi.com",104016,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Allianz Global Investors Taiwan Ltd,contact,Taipei,"Taipei, 8F, No. 42, Sec. 2,",,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
